車次,站點1,站點2,站點3,站點4,站點5,站點6,站點7,站點8,站點9,站點10,站點11,站點12,站點13,站點14,站點15,站點16,站點17,站點18,站點19,站點20,站點21,站點22,站點23,站點24,站點25,站點26,站點27,站點28,站點29,站點30,站點31,站點32,站點33,站點34,站點35,站點36,站點37,站點38,站點39,站點40,站點41,站點42,站點43,站點44,站點45,站點46,站點47,站點48,站點49,站點50,站點51,站點52,站點53,站點54,站點55,站點56,站點57,站點58,站點59,站點60,站點61,站點62,站點63,站點64,站點65,站點66,站點67,站點68,站點69,站點70,站點71,站點72,站點73,站點74,站點75,站點76,站點77,站點78,站點79,站點80,站點81,站點82,站點83,站點84,站點85,站點86,站點87,站點88,站點89,站點90,站點91,站點92,站點93,站點94,站點95,站點96,站點97,站點98,站點99,站點100,站點101,站點102,站點103,站點104,站點105,站點106,站點107,站點108,站點109,站點110,站點111,站點112,站點113,站點114,站點115,站點116,站點117,站點118,站點119,站點120,站點121,站點122,站點123,站點124,站點125,站點126,站點127,站點128,站點129,站點130,站點131,站點132,站點133,站點134,站點135,站點136,站點137,站點138,站點139,站點140,站點141,站點142,站點143,站點144,站點145,站點146,站點147,站點148,站點149,站點150,站點151,站點152,站點153,站點154,站點155,站點156,站點157,站點158
L605A,新屋區公所,電信局,中山路,紅泥坡,清華里,頂紅泥坡,北勢,富九,和泰,中山東路二段528巷,頭洲新城,黎頭洲,志欣,下富源,富泰公司,中壢好市多,橡樹公司,寶祥,松勤松義三街口,松仁松信路口,高鐵南過嶺路口,善果林,高鐵南中正路口站,聖德路口,桃園國際棒球場,捷運桃園體育園區站,高鐵南文德路口,高鐵南永興路口,高鐵桃園站,林口長庚醫院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L617,新榮路82巷口,新榮路210巷口,梅花社區,新榮福德宮,民享公司,老K舒眠文化館,健益汽車,梅高路三段,青田路376巷,青田路,高威商店,吳厝,長祥路356號,上九斗,羅厝,翰陽公司,埔頂派出所,全富新城,二號池,長祥宮(中華南路),長祥宮,九斗里,新屋分院,新屋區農會,新屋區公所,天水行,新明公司,邱厝,全美公司,新光,東明,東福,東坡,葉厝,社子,上糠榔,大坡社區,警訓中心,農田水利會,大坡國中,大坡(一),莊厝,大坡里六鄰,洽溪口,桃園區農業改良場,後庄里林厝,後庄里社區活動中心,後庄里姜厝,後庄社區,蚵間國小,昭明宮,埔頂社區,三塊厝,蚵間活動中心,許厝,蚵間里,蚵間里福興宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L716,龍潭區衛生所,光明路,龍星國小,五福街,大昌健行路口,龍潭行政園區,龍潭派出所,歐鄉社區,中豐路中山段,信義路口,南龍潭,聖亭復興路口,凌雲崗,八德集會所,梅花莊,梅龍路,國際美語村,梅龍路700巷口,龍潭科學園區一,龍潭科學園區二,龍潭科學園區大門,龍潭科學園區二,龍潭科學園區一,梅龍路700巷口,國際美語村,梅龍路,梅花莊,八德集會所,凌雲崗,聖亭復興路口,南龍潭,信義路口,中豐路中山段,歐鄉社區,龍潭派出所,龍潭行政園區,大昌健行路口,五福街,龍星國小,光明路,龍潭區衛生所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L717,南天宮,龍元宮,龍潭國小,新龍路,大同路二,大同富山五街口,大同路一,龍潭國中,富華街四,富華街三,富華街二,富華街一,富華街口,民生路,水仙社區,金龍路一,金龍路二,金龍路三,綠青庭社區,金龍路四,金龍路112巷口,金龍一街,南天宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L718,南天宮,金龍一街,金龍路112巷口,金龍路四,綠青庭社區,金龍路三,金龍路二,金龍路一,水仙社區,民生路,富華街口,富華街一,富華街二,富華街三,富華街四,龍潭國中,大同路一,大同富山五街口,大同路二,新龍路,龍潭國小,龍元宮,南天宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L329,龜山區公所,龜山後街,龜山國中,千禧新城,中正公園,自強北路,太子地球村,半嶺,茶專路,美和園社區,優美街,大景小城社區,優美街,圓堡社區一,紅寶社區,歡囍成家社區,壽山巖,嶺頂,圓堡社區,美和園社區,茶專路,半嶺,太子地球村,自強北路,中正公園,千禧新城,龜山國中,龜山國小,龜山區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,桃客總站,聖保祿醫院,建國路,介壽建國路口,介壽保羅街口,桃園監理站,利台,力行街口,無線電台,小大湳,忠勇西街站(G05),廣豐新天地,陸光四村,大湳站(G04),瑞祥社區,鴻昌社區,麻園站(G03),梅花社區,欣桃社區,松柏園,瑞豐國小(桃園防災教育館),瑞發家園,更寮腳(介壽路),瑞祥,忠誠新村,僑愛基督長老教會,僑愛,僑愛國小,新光,松樹腳,大成社區,溫德爾幼稚園,長興,新麗公司,太武,崎頂,崎腳,觀音寺,新街尾,大溪總站,天主堂,三板橋,工作站,大溪高中,至善高中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006,中壢總站,第一銀行,第一市場,義民路口,消防隊,育達路口,育達商職,大伯公,復旦集會所,文化國小,復旦中學,上中原,下中原,復旦新村,七星工廠,高山下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,桃客總站,聖保祿醫院,建國路口,介壽建國路口,介壽保羅街口,桃園監理站,利台,力行街口,無線電台,小大湳,忠勇西街站(G05),廣豐新天地,陸光四村,大湳站(G04),大湳消防分隊,建國公園,打鐵店,藝墅天地,大千社區,富榮,大庄,大雅新城,建國仁德一路口,崙子,崙子路口,八德教養院,八德區公所(三元宮),興仁里,興仁路,鎮南宮,中正一路口,建德公園,長興二路口,連城橋(姜太公廟),新明公司,竹頭坡,吳厝,霄裡農會,霄裡,桃園北區客家會館,崁頂路,中堅,龍東中山東路口,基安二村,龍文街口,忠貞,貿易七村,龍東路,供應站,龍岡圓環,龍江公寓,伯公廟,游泳路口,龍岡森林公園,馬祖新村,龍仁龍泉街口,頂石頭,中興莊,龍岡國小,健行科技大學,龍岡橋,中北路口,中壢分局,中壢公車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,桃花園飯店,復興橋,東山里,萬壽山鶯路口,青果中心,頂興路口,拔仔埔,陸光二村,萬壽中興路口,龜山,壽山,地磅,太子地球村,半嶺,半嶺一,茶專路,美和園社區,嶺頂,壽山巖,六股,東影,南龍壽,尖山腳,福惠寺,龍壽里,大慶連莊,龍華科技大學,迴龍商場,迴龍派出所,捷運迴龍站,丹鳳國小,雙鳳富國路口,捷運丹鳳站,三洋,營盤口,捷運輔大站,盲人重建院,海山里,新泰中正路口,新莊國民運動中心,捷運新莊站(地政事務所),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014A,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,北門新村,臺灣菸酒公司,北門國小,文昌國中,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南美國小,南上路口,長榮吉邸,南崁國小,中山長春路口,長榮花園,歐洲之星,六福中山路口,快樂GO社區,天悅社區,五福宮,南崁高中,吉林路口,仁愛五福路口,蘆竹郵局,南山六福,南山長榮路口,內厝橋,埔尾,水泥公司,中崙公司,公埔,佑新公司,群鹿公司,山鼻,捷運山鼻站,大利新村,山腳山林路口,山腳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,桃客總站,聖保祿醫院,建國路口,介壽建國路口,介壽保羅街口,桃園監理站,利台,力行街口,無線電台,小大湳,忠勇西街站(G05),廣豐新天地,陸光四村,大湳站(G04),大湳消防分隊,建國公園,打鐵店,藝墅天地,大千社區,富榮,大庄,大雅新城,建國仁德一路口,崙子,崙子路口,八德教養院,八德區公所(三元宮),興仁里,興仁路,鎮南宮,中正一路口,建德公園,長興二路口,連城橋(姜太公廟),新明公司,竹頭坡,吳厝,霄裡農會,霄裡,桃園北區客家會館,崁頂路,中堅,龍文街正義路口,富台,富台國小,電信器材場,仁美,龍慈路口,六泰新村,金鋒市場,普仁國小,榮民服務處,環中東路口,普仁新村,普仁(中原夜市),中山東中北路口,中山東路口,埔頂橋,中央市場,中壢農會,中壢公車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,桃客總站,聖保祿醫院,建國路,介壽建國路口,介壽保羅街口,桃園監理站,利台,力行街口,無線電台,小大湳,忠勇西街站(G05),廣豐新天地,陸光四村,大湳站(G04),大湳消防分隊,建國公園,打鐵店,新興力霸街口,下庄子,竹巷,伯公廟,永樂橋,霄裡,桃園北區客家會館,崁頂路,中堅,龍東中山東路口,基安二村,龍文街口,忠貞,貿易七村,龍東路,供應站,龍岡圓環,龍江公寓,伯公廟,游泳路口,龍岡森林公園,馬祖新村,龍泉街口,頂石頭,中興莊,龍岡國小,健行科技大學,龍岡橋,中北路口,中壢公車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014A,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,北門新村,臺灣菸酒公司,北門國小,文昌國中,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南美國小,南上路口,長榮吉邸,南崁國小,中山長春路口,長榮花園,歐洲之星,六福中山路口,快樂GO社區,天悅社區,五福宮,南崁高中,吉林路口,仁愛五福路口,蘆竹郵局,南山六福,南山長榮路口,內厝橋,埔尾,水泥公司,中崙公司,公埔,佑新公司,群鹿公司,山鼻,捷運山鼻站,大利新村,山腳山林路口,山腳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,北門新村,臺灣菸酒公司,北門國小,文昌國中,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南崁市場,南山路口,台茂,下南崁,南亞(好市多),溪洲,台灣松下,三商,水尾,八股路口,下水尾,三和社區,同心家園,拔仔林,下拔仔林,三民坑果路口,坑菓幸福路口,捷運坑口站,坑菓幸福路口,三民坑果路口,崁中,崁上,樹仔坡,下店子,復興空廚,工程處,田寮,過田,竹圍,竹圍活動中心,竹圍站,竹圍活動中心,竹圍,竹圍福海宮,農會辦公室,業峰,國際社區,電通館,西海洋社區,瓦窯,海方厝,坡堵,下坡堵,明門公司,坡腳,埔頂仔,後厝國小,後厝社區,後厝里,大埔,呂厝,航空城聯合服務中心,湳仔,工作站,北門口,大園車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5016,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,三民民生路口,春日路口,新檜溪橋,雙峰路口,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南崁市場,南山路口,電通市,蘆竹郵局,南山六福,南山長榮路口,內厝橋,埔尾,水泥公司,中崙公司,公埔,佑新公司,群鹿公司,山鼻,捷運山鼻站,大利新村,山腳,海山路,山腳國中,朝陽,坑口里,圳岸,海山大有街口,頭前,蘆竹變電所,海湖,海湖農會,海湖國小,海湖活動中心,砂墩,義芳化學,後壁厝,崎頭,海湖工業區,海山中街,海山西路口,中海湖,海湖橋,竹圍,竹圍活動中心,竹圍站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,中壢總站,中壢監理站,新街,中壢聯合辦公大樓,中壢簡易庭,中園育樂街口,中園福州二街口,中福派出所,啟英高中,皇天宮,土地宮,大圳橋,萬能科技大學,賴厝,謝厝,大江購物中心,鄉界,寶城,上岡崎,岡崎,富榮,五福,五塊厝,五權國小,五權,五權牧場,龍樹坑,下埔,三塊厝,黃厝,大埔心,埔心國小,埔心,建國十一村,基地醫院,橋頭,大牛欄,里界,王厝,楊厝,林厝,五股仔,三塊石,三石里,拔仔林,下拔仔林,三民坑果路口,坑菓幸福路口,捷運坑口站,坑菓幸福路口,三民坑果路口,崁中,崁上,樹仔坡,下店子,復興空廚,工程處,田寮,過田,竹圍,竹圍活動中心,竹圍站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5018,桃花園飯店,桃園郵局,永和市場,成功國小,永安路口,九崁店,民安路口,力行路口,蓮華寺,永安溫州街口,南埔里活動中心,永安北路,埔子,埔子(富國路口),無線電台,埔子下,富國起毛廠,銀店子,富國社區,茄苳橋,向日葵社區,春茂公司,浮景,蘆竹農會,宏友公司,四角埤,邱厝,趙厝,蘆竹,蘆竹國小,理嘉公司,永豐餘,頂水尾,華夏公司,水尾(富國路三段),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,桃花園飯店,桃園郵局,永和市場,成功國小,永安路口,九崁店,民安路口,力行路口,蓮華寺,永安溫州街口,南埔里活動中心,永安北路,埔子,埔子(富國路口),無線電台,埔子下,富國起毛廠,銀店子,富國社區,茄苳橋,向日葵社區,春茂公司,浮景,蘆竹農會,宏友公司,四角埤,邱厝,趙厝,蘆竹,蘆竹國小,理嘉公司,永豐餘,頂水尾,華夏公司,水尾(富國路三段),八股路口,下水尾,三和社區,同心家園,拔仔林,下拔仔林,三民坑果路口,坑菓幸福路口,捷運坑口站,坑菓幸福路口,三民坑果路口,崁中,崁上,樹仔坡,下店子,復興空廚,工程處,田寮,過田,竹圍福海宮,農會辦公室,業峰,國際社區,電通館,西海洋社區,瓦窯,海方厝,坡堵,沙崙廟,沙崙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,三民民生路口,春日路口,新檜溪橋,雙峰路口,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南崁市場,南山路口,電通市,蘆竹郵局,南山六福,南山長榮路口,內厝橋,埔尾,水泥公司,中崙公司,公埔,佑新公司,群鹿公司,山鼻,捷運山鼻站,大利新村,山腳,海山路,山腳國中,朝陽,坑口里,圳岸,海山大有街口,頭前,蘆竹變電所,海湖,海湖農會,海湖國小,海湖活動中心,砂墩,義芳化學,後壁厝,崎頭,海湖工業區,海山中街,海山西路口,中海湖,海湖橋,長生電力公司,濱海智海街口,出水坑,下寮,頂寮,林口發電廠,李厝,水碓,佳林,下福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,三民民生路口,春日路口,新檜溪橋,雙峰路口,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南崁市場,南山路口,電通市,蘆竹郵局,南山六福,南山長榮路口,內厝橋,埔尾,水泥公司,中崙公司,公埔,佑新公司,群鹿公司,山鼻,捷運山鼻站,大利新村,山腳,海山路,山腳國中,朝陽,坑口里,圳岸,海山大有街口,頭前,蘆竹變電所,海湖,海湖農會,海湖國小,海湖活動中心,砂墩,義芳化學,後壁厝,崎頭,海湖工業區,海山中街,海山西路口,中海湖,海湖橋,下海湖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,北門新村,臺灣菸酒公司,北門國小,文昌國中,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南崁市場,南山路口,台茂,下南崁,南亞(好市多),溪洲,台灣松下,三商,水尾,八股路口,下水尾,三和社區,同心家園,拔仔林,下拔仔林,崁中,崁上,樹仔坡,下店子,復興空廚,工程處,田寮,過田,竹圍,竹圍活動中心,竹圍站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022A,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,北門新村,臺灣菸酒公司,北門國小,文昌國中,瓦斯公司,大興路口,永吉新村,新埔國宅,春日健行路口,鹽庫西街口,水汴頭,許厝,煉油廠,加油站,甘蔗園橋,力捷公司,南上里,甘蔗園,頂南崁,大同公司,蘆竹區公所,南崁市場,南山路口,台茂,下南崁,南亞(好市多),溪洲,台灣松下,三商,水尾,八股路口,下水尾,三和社區,同心家園,拔仔林,下拔仔林,三民坑果路口,坑菓幸福路口,捷運坑口站,坑菓幸福路口,三民坑果路口,崁中,崁上,樹仔坡,下店子,復興空廚,工程處,田寮,過田,竹圍,竹圍活動中心,竹圍站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,今日飯店,民生成功路口,關帝廟,鴻福寺,北門口,北門新村,臺灣菸酒公司,北門國小,文昌國中,經國麗品,經國大興路口,敏盛醫院,巴黎富邑,經國南平路口,中悅春天,經國莊敬路口,經國轉運站(幸福路口),長榮加油站,亞建公司,長榮,南崁,台茂,下南崁,南亞(好市多),溪洲,台灣松下,三商,水尾,八股路口,下水尾,三和社區,同心家園,果林國小,三石里,三塊石,五股仔,林厝,楊厝,王厝,里界,大牛欄,橋頭,基地醫院,建國十一村,埔心,快樂新村,海豐,捷運大園站,橫山橋,橫峰,大園農會,大園車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,中壢總站,第一銀行,第一市場,舊社,新明路口,新明國中,居安新村,中壢高中,懷寧醫院(志廣路),三民,中央大學,潤泰公司,三座厝,三民里,崎頂,錩新公司,三宏,水圳頭,內厝里,大崙農會,大崙,新剛公司,中福,井子厝,山東路口,福山路口,忠愛莊,忠愛新村,崙坪,圓山,陳厝,頂大崛,大崛,頂大同,大同,新坡農會,新坡,觀音高中,高緯公司,瓦窯,大崛,活動中心,大崛橋,林厝,幸福村,下青埔,藍埔,新華路,媽祖廟,樹仔腳,平均,飛泰公司,大嶺頂,香心坡,清華高中,中華路,天主堂,百侖大飯店,新屋郵局,新屋站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5026,中壢總站,第一銀行,第一市場,舊社,新明國中,廣興,仁愛新村,青果市場,五權,祐民醫院,高雙里,高山腳,環訓所,雙連坡,花園新城,營房前,盛貿工廠,中平國小,過嶺,龍太社區,國際兒童村,嘉裕紡織廠,幸福社區,高榮,中壢地政事務所,寶祥,橡樹公司,雙塘屋,中壢好市多,富泰公司,上富源,北坡,平坡,大圳,福德,中原,黃厝,泉洲碑,懷德,富煉橋,上大里,下草湖,草湖,溫厝,後庄,大同,新坡農會,新坡,觀音高中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,中壢總站,第一銀行,第一市場,河川教育中心,舊社,新明國中,廣興,仁愛新村,青果市場,五權,祐民醫院,高雙里,高山腳,環訓所,雙連坡,花園新城,營房前,盛貿工廠,中平國小,過嶺,龍太社區,國際兒童村,嘉裕紡織廠,幸福社區,高榮,中壢地政事務所,寶祥,橡樹公司,雙塘屋,中壢好市多,富泰公司,上富源,下富源,志欣,黎頭洲,頭州新城,中山東路二段528巷,和泰,富九,豪軒,北勢,元華公司,頂紅泥坡,鄧厝,清華里,紅泥坡,台一,中山路,加油站,電信局,百侖大飯店,新屋郵局,新屋站,雙路口,新明公司,邱厝,全美公司,新光,東明,里界,六號坡,玉皇宮,頂田心,永昌,下田心,田中,邱厝(二),上庄,莊厝,谷瑞公司,農會,下庄子,永安國中,中庄,徐厝,中興,永新,西濱路口,永安,永安橋,黃厝,李厝,笨仔港,糠榔,埔子頂,榕樹下,深圳頭,李厝2,張厝,王厝店,深圳,十二號坡,蚵間,吳厝,大深坑,深坑橋,鄭厝,後湖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027A,中壢總站,第一銀行,第一市場,河川教育中心,舊社,新明國中,廣興,仁愛新村,青果市場,五權,祐民醫院,高雙里,高山腳,環訓所,雙連坡,花園新城,營房前,盛貿工廠,中平國小,過嶺,龍太社區,國際兒童村,嘉裕紡織廠,幸福社區,高榮,中壢地政事務所,寶祥,橡樹公司,雙塘屋,中壢好市多,富泰公司,上富源,下富源,志欣,黎頭洲,頭州新城,中山東路二段528巷,和泰,富九,豪軒,北勢,元華公司,頂紅泥坡,鄧厝,清華里,紅泥坡,台一,中山路,加油站,電信局,百侖大飯店,新屋郵局,新屋站,雙路口,新明公司,邱厝,全美公司,新光,東明,里界,六號坡,玉皇宮,頂田心,永昌,下田心,田中,邱厝(二),上庄,莊厝,谷瑞公司,農會,下庄子,永安國中,中庄,徐厝,中興,永新,西濱路口,永安,永和,永安漁港,永和,永安橋,黃厝,李厝,笨仔港,糠榔,埔子頂,榕樹下,深圳頭,李厝2,張厝,王厝店,深圳,十二號坡,蚵間,吳厝,大深坑,深坑橋,鄭厝,後湖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,新屋站,雙路口,新明公司,邱厝,全美公司,新光,東明,天水堂,上赤欄,安養中心,赤欄,中赤欄,下赤欄,偉儷公司,豐田,上員笨,員笨,石牌嶺,中石牌,下石牌嶺,北湖國小,上北湖,北湖,北湖一,中北湖,姜厝,下北湖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,中壢總站,老街溪河川教育中心,葡萄王健康活力能量館,柑仔園,劉屋(晴耕雨讀小書院),中正北龍路口(龍潭站),龍潭大池(神龍路),名人堂花園大飯店,桃園市客家文化館,文化路活魚街,北水局(石門大草坪),文化路活魚街,三坑老街,石門山登山口(石門山),石門車站(壩頂),石門水庫坪林收費站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
